linenumber,fec_committee_id,transaction_id,,,entity_type,organization_name,last_name,first_name,middle_name,prefix,suffix,street_1,street_2,city,state,zip_code,election_code,,date,amount,,purpose,memo_code,memo_text,cycle
"SB21B","C00762591","SB21B.6870","","","ORG","SHELL","","","","","","910 LOUISIANA STREET","","HOUSTON","TX","77002","","","20210627","48.17","","REIMBURSEMENT [SB21B.4923]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6868","","","ORG","SHELL","","","","","","910 LOUISIANA STREET","","HOUSTON","TX","77002","","","20210713","75.00","","AMEX PMT [SB21B.4266]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6880","","","ORG","SHELL","","","","","","910 LOUISIANA STREET","","HOUSTON","TX","77002","","","20210717","35.00","","REIMBURSEMENT [SB21B.5124]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6867","","","ORG","SHELL","","","","","","910 LOUISIANA STREET","","HOUSTON","TX","77002","","","20210721","57.88","","AMEX PMT [SB21B.4266]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6874","","","ORG","SHELL","","","","","","910 LOUISIANA STREET","","HOUSTON","TX","77002","","","20210724","30.00","","REIMBURSEMENT [SB21B.4924]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6873","","","ORG","SHELL","","","","","","910 LOUISIANA STREET","","HOUSTON","TX","77002","","","20210725","25.61","","REIMBURSEMENT [SB21B.4924]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6875","","","ORG","SHELL","","","","","","910 LOUISIANA STREET","","HOUSTON","TX","77002","","","20210808","63.80","","REIMBURSEMENT [SB21B.4928]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6869","","","ORG","SHELL","","","","","","910 LOUISIANA STREET","","HOUSTON","TX","77002","","","20210821","39.34","","REIMBURSEMENT [SB21B.4897]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6876","","","ORG","SHELL","","","","","","910 LOUISIANA STREET","","HOUSTON","TX","77002","","","20210821","47.39","","REIMBURSEMENT [SB21B.5013]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6877","","","ORG","SHELL","","","","","","910 LOUISIANA STREET","","HOUSTON","TX","77002","","","20210907","83.61","","REIMBURSEMENT [SB21B.5015]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6878","","","ORG","SHELL","","","","","","910 LOUISIANA STREET","","HOUSTON","TX","77002","","","20210910","44.96","","REIMBURSEMENT [SB21B.5017]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6879","","","ORG","SHELL","","","","","","910 LOUISIANA STREET","","HOUSTON","TX","77002","","","20210918","128.04","","REIMBURSEMENT [SB21B.5018]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5087","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210702","464.48","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7176","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210702","150.00","","REIMBURSEMENT [SB21B.5087]: ADVANCE CONSULTING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5088","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210709","425.00","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7177","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210709","410.00","","REIMBURSEMENT [SB21B.5088]: ADVANCE CONSULTING & TRAVEL: MILEAGE","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5089","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210712","47.60","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5090","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210715","3442.76","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5091","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210728","1038.95","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7178","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210728","574.00","","REIMBURSEMENT [SB21B.5091]: ADVANCE CONSULTING & TRAVEL: MILEAGE","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5092","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210730","3442.76","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5093","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210812","3442.75","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5094","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210818","609.48","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7179","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210818","415.00","","REIMBURSEMENT [SB21B.5094]: ADVANCE CONSULTING & TRAVEL: MILEAGE","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5095","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210831","3442.76","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5096","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210907","907.61","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7180","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210907","300.00","","REIMBURSEMENT [SB21B.5096]: ADVANCE CONSULTING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7181","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210907","295.00","","REIMBURSEMENT [SB21B.5096]: TRAVEL: MILEAGE","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5097","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210914","3442.76","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5098","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210920","2555.10","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7182","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210920","525.00","","REIMBURSEMENT [SB21B.5098]: ADVANCE CONSULTING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.7183","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210920","590.00","","REIMBURSEMENT [SB21B.5098]: TRAVEL: MILEAGE","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5099","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210929","919.97","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7184","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210929","150.00","","REIMBURSEMENT [SB21B.5099]: ADVANCE CONSULTING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5100","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210930","3442.76","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5101","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211014","3442.75","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7146","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211023","375.00","","REIMBURSEMENT [SB21B.4866]: ADVANCE CONSULTING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5102","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211028","3442.76","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4866","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211029","2103.22","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5103","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211115","3442.76","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5104","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211130","3442.76","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5105","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211214","3442.75","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5106","","","IND","","SHEW","ELIZABETH","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211230","3442.76","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5108","","","IND","","SIEBERT","LAURIE","","","","6020 SUMNER ROAD","","ALEXANDRIA","VA","22310","","","20211110","2000.00","","STIPEND","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.6882","","","ORG","SIXT RENT A CAR","","","","","","1501 NW 49TH ST","STE 100","FORT LAUDERDALE","FL","33309","","","20210530","-713.84","","AMEX PMT [SB21B.4265]: CREDIT: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6883","","","ORG","SIXT RENT A CAR","","","","","","1501 NW 49TH ST","STE 100","FORT LAUDERDALE","FL","33309","","","20210915","1085.03","","REIMBURSEMENT [SB21B.4974]: TRAVEL: CAR RENTAL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.4621","","","ORG","SNMN HOLDINGS, LLC","","","","","","120 CAROLINE WAY","","GALLATIN","TN","37066","","","20210730","10000.00","","FACILITY RENTAL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4622","","","ORG","SNMN HOLDINGS, LLC","","","","","","120 CAROLINE WAY","","GALLATIN","TN","37066","","","20210819","10000.00","","FACILITY RENTAL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.6888","","","ORG","SOUTHWEST AIRLINES","","","","","","2702 LOVE FIELD DRIVE","","DALLAS","TX","75235","","","20210629","8.00","","REIMBURSEMENT [SB21B.5089]: TRAVEL: INTERNET","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6887","","","ORG","SOUTHWEST AIRLINES","","","","","","2702 LOVE FIELD DRIVE","","DALLAS","TX","75235","","","20210630","8.00","","REIMBURSEMENT [SB21B.5089]: TRAVEL: INTERNET","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6885","","","ORG","SOUTHWEST AIRLINES","","","","","","2702 LOVE FIELD DRIVE","","DALLAS","TX","75235","","","20211019","428.96","","REIMBURSEMENT [SB21B.4866]: TRAVEL: AIR","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6886","","","ORG","SOUTHWEST AIRLINES","","","","","","2702 LOVE FIELD DRIVE","","DALLAS","TX","75235","","","20211019","8.00","","REIMBURSEMENT [SB21B.4866]: TRAVEL: INTERNET","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6890","","","ORG","STAPLES","","","","","","500 STAPLES DRIVE","","FRAMINGHAM","MA","01702","","","20210728","177.94","","AMEX PMT [SB21B.4266]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6895","","","ORG","STAPLES","","","","","","500 STAPLES DRIVE","","FRAMINGHAM","MA","01702","","","20210729","33.76","","REIMBURSEMENT [SB21B.4906]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6891","","","ORG","STAPLES","","","","","","500 STAPLES DRIVE","","FRAMINGHAM","MA","01702","","","20210927","51.24","","AMEX PMT [SB21B.4269]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6892","","","ORG","STAPLES","","","","","","500 STAPLES DRIVE","","FRAMINGHAM","MA","01702","","","20211004","237.18","","AMEX PMT [SB21B.4269]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6897","","","ORG","STAPLES","","","","","","500 STAPLES DRIVE","","FRAMINGHAM","MA","01702","","","20211004","85.59","","REIMBURSEMENT [SB21B.4934]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6893","","","ORG","STAPLES","","","","","","500 STAPLES DRIVE","","FRAMINGHAM","MA","01702","","","20211019","331.23","","AMEX PMT [SB21B.4271]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6894","","","ORG","STAPLES","","","","","","500 STAPLES DRIVE","","FRAMINGHAM","MA","01702","","","20211026","85.48","","AMEX PMT [SB21B.4274]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6896","","","ORG","STAPLES","","","","","","500 STAPLES DRIVE","","FRAMINGHAM","MA","01702","","","20211117","38.98","","REIMBURSEMENT [SB21B.4917]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6899","","","ORG","SUNOCO","","","","","","8111 WESTCHESTER DRIVE SUITE 400","","DALLAS","TX","75225","","","20210814","41.01","","REIMBURSEMENT [SB21B.5013]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6900","","","ORG","SUNOCO","","","","","","8111 WESTCHESTER DRIVE SUITE 400","","DALLAS","TX","75225","","","20210911","37.57","","REIMBURSEMENT [SB21B.5132]: TRAVEL: FUEL","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6902","","","ORG","SUNPASS PLUS","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210704","104.00","","REIMBURSEMENT [SB21B.4963]: PARKING EXPENSE","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6904","","","ORG","SUNPASS PLUS","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210709","91.00","","REIMBURSEMENT [SB21B.4965]: PARKING EXPENSE","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6903","","","ORG","SUNPASS PLUS","","","","","","1455 MARKET STREET","#400","SAN FRANCISCO","CA","94103","","","20210714","65.00","","REIMBURSEMENT [SB21B.4964]: PARKING EXPENSE","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6906","","","ORG","TARGET","","","","","","1000 NICOLLET MALL","","MINNEAPOLIS","MN","55403","","","20210713","109.63","","AMEX PMT [SB21B.4266]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6910","","","ORG","TARGET","","","","","","1000 NICOLLET MALL","","MINNEAPOLIS","MN","55403","","","20210725","8.39","","REIMBURSEMENT [SB21B.4906]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6909","","","ORG","TARGET","","","","","","1000 NICOLLET MALL","","MINNEAPOLIS","MN","55403","","","20210727","12.47","","REIMBURSEMENT [SB21B.4906]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6911","","","ORG","TARGET","","","","","","1000 NICOLLET MALL","","MINNEAPOLIS","MN","55403","","","20210805","4.99","","REIMBURSEMENT [SB21B.4907]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6908","","","ORG","TARGET","","","","","","1000 NICOLLET MALL","","MINNEAPOLIS","MN","55403","","","20210912","53.30","","AMEX PMT [SB21B.4268]: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6907","","","ORG","TARGET","","","","","","1000 NICOLLET MALL","","MINNEAPOLIS","MN","55403","","","20210919","-53.30","","AMEX PMT [SB21B.4268]: CREDIT: OFFICE SUPPLIES","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6913","","","ORG","TATANGO, INC.","","","","","","600 STEWART ST. SUITE 400","","SEATLLE","WA","98121","","","20210602","1500.00","","AMEX PMT [SB21B.4265]: SMS ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6914","","","ORG","TATANGO, INC.","","","","","","600 STEWART ST. SUITE 400","","SEATLLE","WA","98121","","","20210702","1500.00","","AMEX PMT [SB21B.4266]: SMS ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6915","","","ORG","TATANGO, INC.","","","","","","600 STEWART ST. SUITE 400","","SEATLLE","WA","98121","","","20210801","1500.00","","AMEX PMT [SB21B.4267]: SMS ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6916","","","ORG","TATANGO, INC.","","","","","","600 STEWART ST. SUITE 400","","SEATLLE","WA","98121","","","20210902","1500.00","","AMEX PMT [SB21B.4268]: SMS ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6917","","","ORG","TATANGO, INC.","","","","","","600 STEWART ST. SUITE 400","","SEATLLE","WA","98121","","","20211001","1500.00","","AMEX PMT [SB21B.4269]: SMS ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6918","","","ORG","TATANGO, INC.","","","","","","600 STEWART ST. SUITE 400","","SEATLLE","WA","98121","","","20211101","1500.00","","AMEX PMT [SB21B.4274]: SMS ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.6919","","","ORG","TATANGO, INC.","","","","","","600 STEWART ST. SUITE 400","","SEATLLE","WA","98121","","","20211201","1500.00","","AMEX PMT [SB21B.4279]: SMS ADVERTISING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.4630","","","ORG","TECHCENTRICS, INC","","","","","","1217 LARONDE CT","","ALEXANDRIA","VA","22307","","","20210917","14175.82","","IT SERVICES, OFFICE EQUIPMENT, & TRAVEL EXPENSES","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4631","","","ORG","TECHCENTRICS, INC","","","","","","1217 LARONDE CT","","ALEXANDRIA","VA","22307","","","20210922","9776.05","","IT SERVICES, OFFICE EQUIPMENT, & TRAVEL EXPENSES","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.4632","","","ORG","TECHCENTRICS, INC","","","","","","1217 LARONDE CT","","ALEXANDRIA","VA","22307","","","20211209","35284.14","","IT SERVICES, OFFICE EQUIPMENT, & TRAVEL EXPENSES","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5110","","","IND","","THOMPSON","DESIREE","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210730","3311.54","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5111","","","IND","","THOMPSON","DESIREE","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210812","4646.49","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5112","","","IND","","THOMPSON","DESIREE","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210831","4646.50","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5113","","","IND","","THOMPSON","DESIREE","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210914","4646.49","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5114","","","IND","","THOMPSON","DESIREE","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210930","4646.50","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5115","","","IND","","THOMPSON","DESIREE","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211014","4646.49","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5116","","","IND","","THOMPSON","DESIREE","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211028","4646.50","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5117","","","IND","","THOMPSON","DESIREE","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211115","4646.49","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5118","","","IND","","THOMPSON","DESIREE","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211130","4646.50","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5119","","","IND","","THOMPSON","DESIREE","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211214","4646.49","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5120","","","IND","","THOMPSON","DESIREE","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211222","2000.00","","YEAR-END BONUS","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5121","","","IND","","THOMPSON","DESIREE","","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20211230","4646.50","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5123","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210713","731.14","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7185","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210713","600.00","","REIMBURSEMENT [SB21B.5123]: ADVANCE CONSULTING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5124","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210723","708.11","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7186","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210723","600.00","","REIMBURSEMENT [SB21B.5124]: ADVANCE CONSULTING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5125","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210730","2903.39","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5126","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210810","676.89","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7187","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210810","600.00","","REIMBURSEMENT [SB21B.5126]: ADVANCE CONSULTING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5127","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210812","3967.27","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5128","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210819","1161.35","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5129","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210831","3967.25","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5130","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210901","715.27","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7188","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210901","600.00","","REIMBURSEMENT [SB21B.5130]: ADVANCE CONSULTING","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00762591","SB21B.5131","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210914","3967.27","","PAYROLL","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.5132","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210914","674.72","","TRAVEL REIMBURSEMENT: SEE ITEMIZATIONS IF REQUIRED","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00762591","SB21B.7189","","","IND","","THURSTON","ELIZA","C","","","P.O. BOX 13570","","ARLINGTON","VA","22219","","","20210914","600.00","","REIMBURSEMENT [SB21B.5132]: ADVANCE CONSULTING","","","","","","","","","","","","","","","","","","","X","",""
